search_topic,openlibrary_work_key,title,author_name,first_publish_year,publish_years,subjects,languages,edition_count,publishers,publication_places
artificial intelligence,/works/OL42543502W,Explainable AI in Healthcare Imaging for Medical Diagnoses,Tanzila Saba; Ahmad Taher Azar; Seifedine Kadry,2025,2025,,eng,2,Elsevier Science & Technology Books; Elsevier Science & Technology,
artificial intelligence,/works/OL44545182W,Artificial Intelligence,Alfred Essa,2025,2025,,eng,3,"De Gruyter, Inc.; de Gruyter GmbH, Walter",
artificial intelligence,/works/OL42543912W,Parallel and High-Performance Computing in Artificial Intelligence,Mukesh Raghuwanshi; Pradnya Borkar; Rutvij H. Jhaveri; Roshani Raut,2025,2025,,eng,3,"Auerbach Publishers, Incorporated; CRC Press LLC",
artificial intelligence,/works/OL42537775W,Advances in Partitioning Techniques,Shankru Guggari; Umadevi V; Vijayakumar Kadappa,2025,2025,,eng,3,CRC Press LLC; Taylor & Francis Group,
artificial intelligence,/works/OL44548747W,Artificial Intelligence Literacy in Higher Education,Imre Fekete,2025,2025,Education,eng,1,Multilingual Matters,
artificial intelligence,/works/OL44550171W,Digitalization and Artificial Intelligence in Courts,Fernando Esteban de la Rosa; Pablo Cortés; Nuria Marchal Escalona,2025,2025,,eng,1,Oxford University Press,
artificial intelligence,/works/OL44550118W,Responsible Artificial Intelligence,Chaminda Hewage; Nishtha Kesswani; A. M. Khan; B. H. Shekar,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL44550090W,Advances in Aerospace Engineering,Hande Girard; Durdu Hakan Utku,2025,2025,Transportation,eng,1,CRC Press LLC,
artificial intelligence,/works/OL44543125W,Auditing Artificial Intelligence,Albert J. Marcella,2025,2025,Science,eng,1,CRC Press LLC,
artificial intelligence,/works/OL44553571W,Culturally Competent Spiritual Care During Health Disasters and Emergencies,Irena Papadopoulos; Runa Lazzarino; Christina Koulouglioti,2025,2025,,eng,1,"Routledge, Chapman & Hall, Incorporated",
artificial intelligence,/works/OL44543803W,Artificial Intelligence and Responsible Management Education,Noha El-Bassiouny; Wolfgang Amann; Dina El-Bassiouny; Christian Hauser,2025,2025,,eng,2,"Routledge, Chapman & Hall, Incorporated",
artificial intelligence,/works/OL44543790W,Hybrid Intelligence,Kevin Holt,2025,2025,,eng,2,"Routledge, Chapman & Hall, Incorporated",
artificial intelligence,/works/OL44553844W,Cognitive Diplomacy and Digital Autonomy,Erman Akilli,2025,2025,,eng,1,Palgrave Macmillan,
artificial intelligence,/works/OL44553760W,Social Robots and Artificial Intelligence in Education,Stamatios Papadakis; Georgios Lampropoulos,2025,2025,,eng,1,Palgrave Macmillan,
artificial intelligence,/works/OL44595052W,Introducing Artificial Intelligence,Ever Baldwin,2025,2025,Reference books,eng,1,WH Haufmann,
artificial intelligence,/works/OL44613965W,Practical Necromancy for Beginners,Shawn Graham,2025,2025,Social sciences; Computers,eng,1,"Digital Press at The University of North Dakota, The",
artificial intelligence,/works/OL44617260W,"Proceedings of the First Artificial Intelligence in Measurement and Education Conference (AIME-Con) 2025, Volume 3 - Coordinated Session Papers",Nitin Madnani,2025,2025,Education,eng,1,National Council on Measurement in Education,
artificial intelligence,/works/OL44614104W,Artificial Intelligence,Richard Parsons,2025,2025,,eng,2,"Cognella, Inc.",
artificial intelligence,/works/OL44612407W,The Future After AI,Jason Schenker,2025,2025,Business; Technology,eng,3,"Prestige Professional Publishing, LLC",
artificial intelligence,/works/OL44617033W,Real-Time Artificial Intelligence,Pethuru Raj; V. Kavitha; B. Sundaravadivazhagan; B. Narendra Kumar Rao; Hannah Vijaykumar,2025,2025,Mathematics,eng,1,"Apple Academic Press, Incorporated",
artificial intelligence,/works/OL44613950W,AI : the Antichrist / Beast?,Dee Stotts,2025,2025,Religion; Technology,eng,2,The-SkyCorp Press,
artificial intelligence,/works/OL44596535W,2025 IEEE International Conference on Artificial Intelligence and Mechatronics Systems (AIMS),IEEE Staff,2025,2025,,eng,1,IEEE,
artificial intelligence,/works/OL44597623W,Indo-Gulf International Conference on Worldwide Scenario of Artificial Intelligence and Pharmaceutical Sciences,"Padmalatha, K., 1st; Rao, S. Venkateswara, 2nd",2025,2025,Education,eng,2,Selfypage Developers Pvt Ltd,
artificial intelligence,/works/OL44603164W,Cognitive Field Resonance Model,"Flameprint, Clark, 1st",2025,2025,Computer software; Physics,eng,1,"Flameprint Sovereign, LLC",
artificial intelligence,/works/OL44615067W,Secret Formulas of Artificial Intelligence,Paul Boomer,2025,2025,Business; Computers,eng,1,"Web Interways, LLC",
artificial intelligence,/works/OL44605773W,Impacts of Artificial Intelligence on Educational Psychology and Cognitive Development,Bahaddin Demirdis,2025,2025,,eng,5,IGI Global Scientific Publishing,
artificial intelligence,/works/OL44592031W,Ananse Stroke 4-Letter West African Alphabet for Revival,K. Ogyakra,2025,2025,"Language and languages, study and teaching; Education",eng,1,Amazon KDP,
artificial intelligence,/works/OL44591970W,2025 IEEE 5th International Conference on Computer Communication and Artificial Intelligence (CCAI),IEEE Staff,2025,2025,,eng,1,IEEE,
artificial intelligence,/works/OL44550311W,5G LTE Narrowband Internet of Things,Hossam Fattah,2025,2025,Engineering,eng,1,Taylor & Francis Group,
artificial intelligence,/works/OL44553123W,Fostering Healthcare Through Artificial Intelligence,Kavita Khare; Zainab Aizaz; Nilay Khare,2025,2025,Medicine,eng,1,CRC Press LLC,
artificial intelligence,/works/OL44598659W,Modern Artificial Intelligence for Geosteering Petrophysicist,Jorge Alvarado Ortegano,2025,2025,Science; Technology,eng,2,"GlobalTranscend AI, LLC",
artificial intelligence,/works/OL44598407W,Consultant's AI Companion,Rob Berg,2025,2025,Business; Technology,eng,1,Supren Publishing,
artificial intelligence,/works/OL44551083W,Ananse Stroke,K. Ogyakra,2025,2025,"Language and languages, study and teaching; Education",eng,2,Amazon KDP,
artificial intelligence,/works/OL44607181W,"2025 7th International Conference on Internet of Things, Automation and Artificial Intelligence (IoTAAI)",IEEE Staff,2025,2025,,eng,1,IEEE,
artificial intelligence,/works/OL44601907W,Media Ethics and Global Peace,Festus Eribo,2025,2025,,eng,6,"Cognella, Inc.",
artificial intelligence,/works/OL44618687W,"Survey of Law School Faculty 2025, Impact of Artificial Intelligence on Legal Education",Primary Research Group Staff,2025,2025,Education,eng,1,Primary Research Group,
artificial intelligence,/works/OL44604330W,Artificial Intelligence and the Future of Personalized Education,Aras Bozkurt,2025,2025,,eng,5,IGI Global Scientific Publishing,
artificial intelligence,/works/OL44618763W,Research on Artificial Intelligence-Driven Transformation of Higher Education,XiangJun Chen,2025,2025,Education,eng,1,Natural Science Press LTD,
artificial intelligence,/works/OL44618920W,"2025 6th International Conference on Internet of Things, Artificial Intelligence and Mechanical Automation (IoTAIMA)",IEEE Staff,2025,2025,,eng,1,IEEE,
artificial intelligence,/works/OL44607509W,Revolutionizing Metabolic Medicine with Artificial Intelligence,Pranav Kumar Prabhakar; Ashok K. Sah,2025,2025,,eng,5,IGI Global Scientific Publishing,
artificial intelligence,/works/OL44603322W,Survey of Cataloging & Metadata Librarians,Primary Research Group Inc.,2025,2025,Language arts; Technology,eng,2,Primary Research Group,
artificial intelligence,/works/OL44612488W,"Survey of Cataloging & Metadata Librarians, Use of Artificial Intelligence Tools",Primary Research Group Staff,2025,2025,Education,eng,1,Primary Research Group,
artificial intelligence,/works/OL44606889W,Reimagining Business Education in the Age of Artificial Intelligence,Khaled Mili,2025,2025,,eng,5,IGI Global Scientific Publishing,
artificial intelligence,/works/OL44616355W,Research on the Evolution of Management Accounting under the Background of Artificial Intelligence,Tian Manwen,2025,2025,Education,eng,1,Scholar Publishing Group,
artificial intelligence,/works/OL44616015W,"2025 6th International Conference on Internet of Things, Artificial Intelligence and Mechanical Automation (IoTAIMA)",IEEE Staff,2025,2025,,eng,1,IEEE,
artificial intelligence,/works/OL44616030W,"2025 7th International Conference on Internet of Things, Automation and Artificial Intelligence (IoTAAI)",IEEE Staff,2025,2025,,eng,1,IEEE,
artificial intelligence,/works/OL44543209W,Artificial Intelligence in Schools,Thomas Nygren,2025,2025,,eng,2,Cambridge University Press,
artificial intelligence,/works/OL44546791W,Artificial Intelligence and Digital Forensics,Naveen Kumar Chaudhary; Archana Patel; Abinash Mishra; Chothmal Kumawat,2025,2025,,eng,2,Taylor & Francis Group,
artificial intelligence,/works/OL44552914W,Artificial Intelligence for Cardiovascular Disease,Rishabha Malviya; Shivam Rajput; Deepa Muthiah,2025,2025,,eng,2,"Apple Academic Press, Incorporated",
artificial intelligence,/works/OL44563328W,Artificial Intelligence and the Future of Human Relations,Fan Ruiping; Yanto Chandra,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL44563381W,Impact of Artificial Intelligence on Finance,Shashi Kant Gupta; Joanna Rosak-Szyrocka; Ravinder Rena; Chin-Shiuh Shieh; Gül Erkol Bayram,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL44563443W,"Artificial Intelligence in e-Health Framework, Volume 2",Sudip Paul; Jasjit S. Suri,2025,2025,,eng,1,Elsevier Science & Technology,
artificial intelligence,/works/OL44542909W,Applied Computer Vision Through Artificial Intelligence,Jasminder Kaur Sandhu; Abhishek Kumar; Rakesh Sahu; Sachin Ahuja,2025,2025,,eng,3,"Wiley & Sons, Incorporated, John; Wiley & Sons, Limited, John",
artificial intelligence,/works/OL44585328W,Counseling Singularity,Seneka R. Gainer; Aishwarya P. Joshi; Amirah R. Nelson,2025,2025,Psychology; Technology,eng,1,American Counseling Association,
artificial intelligence,/works/OL44576518W,Care in an Era of New Technologies and Artificial Intelligence,V. Nurock,2025,2025,,eng,2,Peeters Publishers & Booksellers,
artificial intelligence,/works/OL44585446W,Algorithms of Armageddon,George Galdorisi; Sam J. Tangredi,2025,2025,,eng,1,Naval Institute Press,
artificial intelligence,/works/OL44585563W,Decode AI,Lauren K. Brady,2025,2025,,eng,1,BookBaby,
artificial intelligence,/works/OL44558431W,HHAI2022 : Augmenting Human Intellect,María Pérez-Ortiz; Myrthe Tielman,2025,2025,,eng,1,"SAGE Publications, Limited",
artificial intelligence,/works/OL44547200W,"Artificial Intelligence and Human Rights, Democracy, and the Rule of Law",Pushan Kumar Dutta; Bhupinder Singh; Vishal Jain; Christian Kaunert; Komal Vig,2025,2025,,eng,2,Taylor & Francis Group,
artificial intelligence,/works/OL44558870W,"Artificial Intelligence, Humans and the Law",Henrik Palmer Olsen; Jacob Livingston Slosser; Salome Addo Ravn; Johan Eddebo; Jonas Hultin Rosenberg,2025,2025,,eng,1,"Routledge, Chapman & Hall, Incorporated",
artificial intelligence,/works/OL44543544W,Role of Emotional Intelligence and Artificial Intelligence in Organizations,Jay Kumar Pandey; Mritunjay Rai; Samrat Ray,2025,2025,,eng,4,Productivity Press,
artificial intelligence,/works/OL44543485W,Artificial Intelligence for Autonomous Vehicles and Driver Assistance Systems,Meenakshi Malik; A. V. Senthil Kumar; Alptekin Erkollar; Piotr Ma&#347;loch,2025,2025,,eng,3,Taylor & Francis Group,
artificial intelligence,/works/OL44558812W,Digital Marketing and Artificial Intelligence,Niko Lahtinen; Kimmo Pulkka; Pasi Viinamäki; Joel Mero; Heikki Karjaluoto,2025,2025,,eng,1,"Elgar Publishing Limited, Edward",
artificial intelligence,/works/OL44558840W,Transforming Healthcare,K. Srinivasan; Jude Hemanth; V. Rukkumani,2025,2025,,eng,1,CRC Press LLC,
artificial intelligence,/works/OL44545994W,Healing with Artificial Intelligence,Daniele Caligiore,2025,2025,Medicine,eng,1,Taylor & Francis Group,
artificial intelligence,/works/OL44545598W,Exploring Artificial Intelligence Implications for Journalism and Mass Communication Education,Carolyn Bronstein; Lukasz Swiatek; Marina Vujnovic; Chris Galloway; Dean Kruckeberg,2025,2025,,eng,3,"Lang AG International Academic Publishers, Peter",
artificial intelligence,/works/OL44541738W,Artificial Intelligence for Chemical Sciences,Shrikaant Kulkarni; Shashikant Bhandari; Dushyant Varshney; P. William,2025,2025,,eng,2,"Apple Academic Press, Incorporated",
artificial intelligence,/works/OL44561034W,Futuristic Computational Systems and Advanced Engineering for the Society,Jude Hemanth; Utku Kose; Nabi Ibadov; Ismail Serkan Uncu; Hamit Armagan,2025,2025,,eng,1,Springer,
artificial intelligence,/works/OL44577178W,Artificial Intelligence of Things (AIoT) for Retail and Services Management,Joaquim Monteiro Pratas; Maria Antónia Rodrigues; Maria Amélia Carvalho,2025,2025,,eng,5,IGI Global Scientific Publishing,
artificial intelligence,/works/OL44585206W,Taking the Anxiety Out of AI,Sameer Rawjee,2025,2025,,eng,1,Penguin Random House South Africa,
artificial intelligence,/works/OL44584154W,Governing the Digital Society,José van Dijck; Karin van Es; Anne Helmond; Fernando van der Vlist,2025,2025,,eng,1,Amsterdam University Press,
artificial intelligence,/works/OL44584786W,Deep Learning in Banking,Cristian Bravo; Sebastian Maldonado; Maria Oskarsdottir,2025,2025,,eng,1,"Wiley & Sons, Incorporated, John",
artificial intelligence,/works/OL44581385W,Foundations and Applications of Artificial Intelligence,Neeti Sangwan,2025,2025,Education; Computer software,eng,1,AgniLeaf,
artificial intelligence,/works/OL44581646W,Artificial Intelligence in Food Science,Tanmay Sarkar; Anandakumar Haldorai,2025,2025,,eng,1,Elsevier Science & Technology Books,
artificial intelligence,/works/OL44580951W,Omnimics,J. Tod Fetherling,2025,2025,Internet; Technology,eng,2,"Fetherling, J Tod",
artificial intelligence,/works/OL44582101W,Artificial Intelligence and Optimizing Techniques for Smart Information Generations,Aleem Ali; Rajdeep Chakraborty; Nawaf R. Alharbe,2025,2025,Engineering,eng,1,CRC Press LLC,
artificial intelligence,/works/OL44582037W,Transforming Pharmaceutical Research with Artificial Intelligence,Miltiadis D. Lytras; Sarah A. Alajlan,2025,2025,,eng,1,IGI Global Scientific Publishing,
artificial intelligence,/works/OL44577221W,Mind Crime,Nathan Rourke,2025,2025,Philosophy; Computers,eng,1,"Rourke, Nathan",
artificial intelligence,/works/OL44574961W,Handbook of Artificial Intelligence and Journalism,Aynur Sar&#305;sakalo&#287;lu; Martin Löffelholz,2025,2025,Literature,eng,1,"Wiley & Sons, Incorporated, John",
artificial intelligence,/works/OL44573456W,E-Book Plunkett's Artificial Intelligence  & Machine Learning Industry Almanac 2025,Jack W. Plunkett,2025,2025,Business; Economics,eng,1,"Plunkett Research, Ltd.",
artificial intelligence,/works/OL44589496W,Artificial Intelligence for Theological Education Master Prompts for Seminary and Divinity Education,Robert O. Keefe,2025,2025,Education; Technology,eng,1,BK Royston Publishing,
artificial intelligence,/works/OL44597864W,Artificial Intelligence and Industry,Shiqing Chen; Jiatong Wang; Kun Zhang; Jianlin Zhang,2025,2025,Science,eng,1,Science Culture Publishing House,
artificial intelligence,/works/OL44597552W,Ai Architecture Playbook,Dipanker Jyoti,2025,2025,Technology; Business,eng,1,Blue Sapphire Press,
artificial intelligence,/works/OL44601441W,"Survey of Law School Faculty 2025 , Impact of Artificial Intelligence on Legal Education",Primary Research Group Inc.,2025,2025,Law; Education,eng,1,Primary Research Group,
artificial intelligence,/works/OL44595434W,Work of Art in the Age of Artificial Intelligence,Wilber W. Caldwell,2025,2025,Arts,eng,1,Algora Publishing,
artificial intelligence,/works/OL44601619W,"2025 4th International Conference on Artificial Intelligence, Internet of Things and Cloud Computing Technology (AIoTC)",IEEE Staff,2025,2025,,eng,1,IEEE,
artificial intelligence,/works/OL44598109W,Generative Artificial Intelligence for Compliance Risk Analysis,Joshua Aslett; Thomas Cantens; François Chastel; Emmanuel Crown; Stuart Hamilton,2025,2025,,eng,3,International Monetary Fund,
artificial intelligence,/works/OL44604684W,AI for Kids : Learn with Robot Techie and AI Sparky,Kristina Gedmintaite,2025,2025,,eng,1,Hmdpublishing,
artificial intelligence,/works/OL44605999W,Structured Prompts,Michael Schrenk,2025,2025,Business; Computers,eng,1,Mepso Media LLC,
artificial intelligence,/works/OL44324118W,The AI Inflection Point - Vol 1,Durai Rajamanickam,2025,2025,artificial intelligence in finance; AI ROI; AI strategy; enterprise AI governance; data science leadership; digital transformation; financial technology; Computer software; Computers,eng,1,Infinidatum Press LLC,
artificial intelligence,/works/OL44605546W,Building a God,Christopher DiCarlo,2025,2025,,eng,1,"Globe Pequot Press, The",
artificial intelligence,/works/OL44605960W,Passive Income Using AI,Eric Lebouthillier,2025,2025,,eng,1,Acrasolution,
artificial intelligence,/works/OL44603928W,Easy AI,Mary Taylor; Michael Grant Malloy,2025,2025,Technology; Self-help techniques,eng,1,Sagacity Press LLC,
artificial intelligence,/works/OL44604975W,Artificial Intelligence and Machine Learning,Justice Robinson,2025,2025,Reference books,eng,1,WH Haufmann,
artificial intelligence,/works/OL44462933W,"Out of the Loop, Into the Algorithm",Wanjiku Kamau,2025,2025,artificial intelligence; personal reinvention; technology learning; self advocacy; career transitions; women in tech; layoff recovery; human computer interaction; creativity; small business tools; Digital literacy,eng,2,TealVoice,New York CitySacramento AirportLower East Side
artificial intelligence,/works/OL44609386W,Exploration of Intelligent Teaching Mode in Higher Vocational English from the Perspective of Artificial Intelligence,Qian Liu,2025,2025,Education,eng,1,United Culture Press Inc.,
artificial intelligence,/works/OL44609209W,2025 6th International Conference on Artificial Intelligence and Data Sciences (AiDAS),IEEE Staff,2025,2025,,eng,1,IEEE,
artificial intelligence,/works/OL44600101W,Research and Application of Reservoir-Induced Seismicity in Guizhou Utilizing Big Data and Artificial Intelligence,"Hu, Gang, 1st; Wang, Weitao, 2nd; Li, Lu, 3rd; Kong, Jun, IV; Zhang, Qiuyin, V",2025,2025,Technology,eng,1,Overseas Chinese Press Inc,
artificial intelligence,/works/OL44584246W,GeoAI,Ismael Chivite; Nicholas Giner; Matt Artz,2025,2025,,eng,2,ESRI Press,
artificial intelligence,/works/OL44600543W,2025 IEEE 5th International Conference on Computer Communication and Artificial Intelligence (CCAI),IEEE Staff,2025,2025,,eng,1,IEEE,
artificial intelligence,/works/OL44606977W,2025 International Conference on Artificial Intelligence and Emerging Technologies (ICAIET),IEEE Staff,2025,2025,,eng,1,IEEE,
artificial intelligence,/works/OL44606986W,"2025 International Conference on Artificial Intelligence, Human Computer Interaction and Natural Language Processing (ICAHN)",IEEE Staff,2025,2025,,eng,1,IEEE,
artificial intelligence,/works/OL44607806W,Visible Ops A.I.,Scott Alldridge,2025,2025,Computers; Internet,eng,1,IT Process Institute,
artificial intelligence,/works/OL44608796W,"Proceedings of the First Artificial Intelligence in Measurement and Education Conference (AIME-Con) 2025, Volume 1 - Accepted Papers",Nitin Madnani,2025,2025,Education,eng,1,National Council on Measurement in Education,
artificial intelligence,/works/OL44608927W,Intelligence Artificial,Cody Turner,2025,2025,Philosophy; Technology,eng,1,Digital Logos,
artificial intelligence,/works/OL44610495W,Research on Smart Hotel Operation Management Based on Artificial Intelligence,Li Xing,2025,2025,Education,eng,1,Education and Communication Technology Press,
artificial intelligence,/works/OL44610125W,Artificial Intelligence and the Future of Intellectual Property Law,Hao Zhu,2025,2025,Science,eng,1,Science Culture Publishing House,
artificial intelligence,/works/OL44598451W,Artificial Intelligence and Simulation for Smart Desalination,Amr Seoudy,2025,2025,,eng,1,"Nova Science Publishers, Incorporated",
artificial intelligence,/works/OL44612027W,AI-Powered Fitness and Nutrition,Eric Lebouthillier,2025,2025,,eng,1,Acrasolution,
artificial intelligence,/works/OL45152133W,AI Marketing and Ethical Considerations in Consumer Engagement,Arjun J Nair; Sridhar Manohar; Amit Mittal; Nitin Patwa,2025,2025,Marketing; Artificial intelligence; Consumer behavior,eng,1,IGI Global Scientific Publishing,
machine learning,/works/OL44992019W,Charged :,Gerald H Pollack; Ethan Pollack,2026,2026,,eng,1,Ebner & Sons,
machine learning,/works/OL45155174W,Eroe Del Machine Learning,Cuantum Technologies,2026,2026,Computer software,eng,1,Staten House,
machine learning,/works/OL45147616W,Automatische Optimierung Von Audiosignalen Für Transkription Mit Evolutionären Algorithmen und Machine Learning,Jakob Behnke,2026,2026,,ger,1,Springer Fachmedien Wiesbaden GmbH,
machine learning,/works/OL45147693W,"Machine Learning Foundations, Volume 1",Roi Yehoshua,2026,2026,,eng,1,"Pearson Education, Limited",
machine learning,/works/OL45149027W,"Proceedings of 6th International Conference on Recent Trends in Machine Learning, IoT, Smart Cities and Applications",Vinit Kumar Gunjan; Jacek M. Zurada,2026,2026,,eng,1,Springer,
machine learning,/works/OL45149284W,Scientific Machine Learning,Federico Pichi; Gianluigi Rozza; Maria Strazzullo; Davide Torlo,2026,2026,,eng,1,Springer,
machine learning,/works/OL45154188W,"Business Analytics, Data Analytics, Machine Learning, Python Programming, and More Essentials You Always Wanted to Know - a Comprehensive Guide to Data Science, AI, and Business Success",Vibrant Publishers,2026,2026,Business; Computers,eng,1,Vibrant Publishers,
machine learning,/works/OL45155594W,65th International Conference on Health Care Using Machine Learning,Rana Veer Samara Sihman Bharattej Rupavath,2026,2026,Education; Computer software,eng,1,Geh Press,
machine learning,/works/OL45148556W,Artificial Universities,Mark Blythe,2026,2026,"Computer graphics; Graphic arts; Literature, modern, history and criticism, 21st century; Computers, social aspects; Digital art; Machine learning; Human-computer interaction",eng,1,CRC Press LLC,
machine learning,/works/OL45148636W,Machine Learning in Civil Engineering and Infrastructure Development,M. Z. Naser,2026,2026,,eng,1,ICE Publishing,
machine learning,/works/OL45148579W,"Learning Machines, Humans Learning",Sara Vogel; Enrique Suárez; Beth M. Semel; Chris Proctor,2026,2026,Linguistics; Education; Sociolinguistics,eng,2,"De Gruyter, Inc.",
machine learning,/works/OL45148506W,Errant Intelligence,Clemens Apprich,2026,2026,Machine learning; Mass media; Natural language processing (computer science),eng,1,Taylor & Francis Group,
machine learning,/works/OL45148482W,AI in Mri-Based Brain Disease Prediction,Jin Liu; Jianxin Wang; Yi Pan,2026,2026,Machine learning; Imaging systems; Biomedical engineering; Medical technology,eng,1,CRC Press LLC,
machine learning,/works/OL45030931W,Data-Driven Healthcare,Zehui Zhang,2026,2026,,,1,Scientific Open Access Publishing,
machine learning,/works/OL45034165W,"Applications of Machine Learning in Radiology, Pathology, and Cardiology",Muhammad Sajid Khan,2026,2026,,eng,1,IGI Global Scientific Publishing,
machine learning,/works/OL44334199W,QML Unlocked,Javier Mancilla Montero,2025,2025,,,1,Independently published,
machine learning,/works/OL43807645W,Historiographies of game studies,Alisha Karabinus; Carly A. Kocurek; Cody Mejeur; Emma Vossen,2025,2025,,eng,1,Punctum Books,
machine learning,/works/OL44595697W,2025 IEEE 8th International Conference on Signal Processing and Machine Learning (SPML),IEEE Staff,2025,2025,,eng,1,IEEE,
machine learning,/works/OL44595059W,Introduction to Machine Learning,Trey Henry,2025,2025,Reference books,eng,1,WH Haufmann,
machine learning,/works/OL44599250W,Advances in Machine Learning,Zeke Wells,2025,2025,Reference books,eng,1,WH Haufmann,
machine learning,/works/OL44613997W,Future of AI,Li Qinyang,2025,2025,Computers,eng,1,Scholar Publishing Group,
machine learning,/works/OL44584417W,Shipping Machine Learning Systems,Mohamed El-Geish; Shabaz Patel; Anand Sampat; Hira Dangol,2025,2025,,eng,1,Cambridge University Press,
machine learning,/works/OL44585091W,Exploring the Fusion of Quantum Computing and Machine Learning,Minu R.I.; Nagarajan G.; Martin Margala; Siva Shankar S.; Logashanmugam E.,2025,2025,,eng,1,IGI Global Scientific Publishing,
machine learning,/works/OL44549467W,Smart Heat Transfer and Thermal Management,Raj Kumar Arya; George D. Verros; J. Paulo Davim,2025,2025,,eng,2,Elsevier Science & Technology,
machine learning,/works/OL44612195W,2025 IEEE 35th International Workshop on Machine Learning for Signal Processing (MLSP),IEEE Staff,2025,2025,,eng,1,IEEE,
machine learning,/works/OL44557253W,Simulation and Machine Learning Models for Energy Policy Design,M. S. c. Adedoyin BSc,2025,2025,,eng,1,Elsevier,
machine learning,/works/OL42450315W,Object-Oriented Approach to Problem Solving and Machine Learning with Python,Sujith Samuel Mathew; Mohammad Amin Kuhail; Maha Hadid; Shahbano Farooq,2025,2025,Mathematics,eng,3,Taylor & Francis Group; CRC Press LLC,
machine learning,/works/OL44562201W,Machine Learning for Membrane Separation Applications,Mashallah Rezakazemi; Kiran Mustafa; Rao Muhammad Mahtab Mahboob,2025,2025,,eng,2,Elsevier,
machine learning,/works/OL44561837W,Machine Learning Applications for Data Analysis in Healthcare Systems,Sudeshna Chakraborty; Jyotsna Singh; Praveen Kumar Shukla; Prasenjit Chatterjee,2025,2025,,eng,1,"Apple Academic Press, Incorporated",
machine learning,/works/OL44558245W,Simulation and Machine Learning Models for Energy Policy Design,Festus Adedoyin,2025,2025,,eng,1,Elsevier,
machine learning,/works/OL44545923W,Hands-On Network Machine Learning with Python,Eric W. Bridgeford; Alexander R. Loftus; Joshua T. Vogelstein,2025,2025,,eng,2,Cambridge University Press,
machine learning,/works/OL44553040W,Machine Learning for Wireless Communication,Rohit M. Thanki; Komal R. Borisagar; Anjali Diwan,2025,2025,,eng,1,Springer,
machine learning,/works/OL44552816W,Modelling Spatial Density,Katarzyna Kopczewska,2025,2025,,eng,2,Oxford University Press,
machine learning,/works/OL44547397W,Wireless Communications and Sensing,Ta-Sung Lee; Ming-Chun Lee; Chia-Hung Lin,2025,2025,,eng,2,Taylor & Francis Group,
machine learning,/works/OL44547103W,Emulation of Complex Fluid Flows,Xingjian Wang; Vigor Yang,2025,2025,,eng,3,"de Gruyter GmbH, Walter",
machine learning,/works/OL44556157W,AI and Machine Learning for Mechanical and Electrical Engineering,T. Rajasanthosh Kumar; Surendra Reddy Vinta; Sagar Dhanraj Pande; Aditya Khamparia,2025,2025,,eng,3,"Auerbach Publishers, Incorporated; CRC Press LLC",
machine learning,/works/OL44546850W,Advanced Techniques for Optimal Sizing of Analog Integrated Circuits,Trang Hoang; Thinh Quang Do; Thang Quoc Nguyen; Hoang Trong Nguyen; Lihong Zhang,2025,2025,,eng,3,"Wiley & Sons, Incorporated, John; Wiley & Sons, Limited, John",
machine learning,/works/OL44578003W,Automating Software Defect Detection Through Machine Learning and LLMs,Bryan Gardiner; Pancham Singh; Meetu Malhotra; Rahul Sharma; Prashant Upadhyay,2025,2025,,eng,5,IGI Global Scientific Publishing,
machine learning,/works/OL44580628W,Artificial Intelligence and Machine Learning in Data Science and Analytics,M. Niranjanamurthy; Valentina Emilia Balas; Manoj Kumar,2025,2025,,eng,1,"Wiley & Sons, Incorporated, John",
machine learning,/works/OL44602951W,Fundamental Design Patterns for Machine Learning,Abel Heartree,2025,2025,,eng,1,Telephasic Workshop,
machine learning,/works/OL44582810W,Build a Machine Learning Platform (from Scratch),Benjamin Tan Wei Hao; Shanoop Padmanabhan; Varun Mallya,2025,2025,,eng,2,Manning Publications Co. LLC,
machine learning,/works/OL44549315W,Machine Learning Solutions for Inverse Problems,Michael Hintermüller; Andreas Hauptmann; Bangti Jin; Carola-Bibiane Schönlieb,2025,2025,,eng,2,Elsevier Science & Technology Books; Elsevier Science & Technology,
machine learning,/works/OL44600318W,Causal Machine Learning,Jean Kaddour; Aengus Lynch; Qi Liu; Matt J. Kusner; Ricardo Silva,2025,2025,,eng,1,Now Publishers,
machine learning,/works/OL44599161W,Design Patterns in Machine Learning,Abel Heartree,2025,2025,,eng,1,Telephasic Workshop,
machine learning,/works/OL44600556W,2025 10th International Conference on Machine Learning Technologies (ICMLT),IEEE Staff,2025,2025,,eng,1,IEEE,
machine learning,/works/OL44601727W,2025 IEEE 8th International Conference on Signal Processing and Machine Learning (SPML),IEEE Staff,2025,2025,,eng,1,IEEE,
machine learning,/works/OL44602273W,Fight Fraud with Machine Learning,Ashish Ranjan Jha,2025,2025,,eng,1,Manning Publications Co. LLC,
machine learning,/works/OL44607016W,What's Really Going on in Machine Learning? Some Minimal Models,Stephen Wolfram,2025,2025,Technology; Computer software,eng,1,"Wolfram Media, Incorporated",
